AQI,TVOC,eCO2,Temperature,Pressure,Altitude,Label
1,17,400,22.5283203125,981.8074691080259,265.40989430404346,ambient
1,17,400,22.5283203125,981.7833052214103,265.33139158753653,ambient
1,17,400,22.5208984375,981.7880647456991,265.3136739547843,ambient
1,35,425,22.52578125,981.7656057688583,265.37191471661026,ambient
1,35,425,22.518359375,981.7965877808756,265.2788520436046,ambient
1,35,425,22.518359375,981.7843562087156,265.1914914193065,ambient
1,28,409,22.5208984375,981.7891013826695,265.1940379360163,ambient
1,28,409,22.5234375,981.8017016031835,265.0808461099509,ambient
1,28,409,22.5234375,981.7805783839835,265.2294700223618,ambient
1,28,409,22.52578125,981.8255661192088,264.9528306187755,ambient
1,26,405,22.518359375,981.8300118112242,265.0629998741906,ambient
1,26,405,22.5158203125,981.7959197834214,265.159215763789,ambient
1,26,405,22.5208984375,981.7867287990848,265.04844018761315,ambient
1,29,413,22.5234375,981.808888516421,265.1066790516088,ambient
1,29,413,22.5109375,981.783319613305,265.0984294222408,ambient
1,29,413,22.52578125,981.7935471718466,265.3541977246577,ambient
1,31,416,22.518359375,981.7513155987028,265.32507758656016,ambient
1,31,416,22.518359375,981.7905065077888,265.1503584055507,ambient
1,31,416,22.518359375,981.8065158350836,265.022474853099,ambient
1,22,400,22.5208984375,981.7686461900307,265.1712295594996,ambient
1,22,400,22.518359375,981.773759986838,265.4244546532775,ambient
1,22,400,22.530859375,981.7747966506088,265.3048155902423,ambient
1,22,400,22.5208984375,981.7798959959391,265.33709285209244,ambient
1,28,411,22.5208984375,981.7543268176793,265.16807342324023,ambient
1,28,411,22.5208984375,981.7628498745947,265.5901842111102,ambient
1,28,411,22.51328125,981.7901379852655,265.1066790516088,ambient
1,25,403,22.5158203125,981.8259344643537,265.2668375457316,ambient
1,25,403,22.5158203125,981.8153384670794,264.9496763035397,ambient
1,25,403,22.52578125,981.7707195239809,265.12426297370695,ambient
1,23,400,22.5158203125,981.7956202467271,265.2698612028292,ambient
1,23,400,22.51328125,981.8266026066407,265.0572970523017,ambient
1,23,400,22.5158203125,981.8440167798127,265.10084663695955,ambient
1,28,409,22.5158203125,981.8027381857762,265.0921193061934,ambient
1,28,409,22.51328125,981.792893120056,265.1388227083588,ambient
1,28,409,22.5083984375,981.8423121903642,264.955251270359,ambient
1,28,409,22.5109375,981.7884475007936,265.0338805206434,ambient
1,20,400,22.5208984375,981.8283072088825,265.0426082549675,ambient
1,20,400,22.518359375,981.8245981177417,264.85346251247523,ambient
1,20,400,22.5158203125,981.7870973489973,264.97866670592356,ambient
1,26,405,22.505859375,981.8126660497002,265.0660242312359,ambient
1,26,405,22.51328125,981.8177797925455,265.1533824626233,ambient
1,26,405,22.5109375,981.8126660497002,265.11540628149163,ambient
1,24,401,22.5083984375,981.8225389817151,265.2173243423803,ambient
1,24,401,22.5083984375,981.7973386781574,265.14452562939374,ambient
1,24,401,22.5083984375,981.77621588756,265.27811242601416,ambient
1,27,406,22.5109375,981.8429938895017,265.04831171205035,ambient
1,27,406,22.5033203125,981.7898523047756,264.9115730428279,ambient
1,27,406,22.5083984375,981.805861478663,265.17619502199915,ambient
1,27,406,22.5033203125,981.7894839873613,264.961082480009,ambient
1,19,400,22.5109375,981.8129657923138,265.07743076203707,ambient
1,19,400,22.5158203125,981.7918566470825,265.02804870849866,ambient
1,19,400,22.5208984375,981.810961468952,265.18505123365287,ambient
1,32,418,22.5158203125,981.805847727309,265.0514645946522,ambient
1,32,418,22.5109375,981.8269844690408,264.97866670592356,ambient
1,32,418,22.51328125,981.8491305487598,265.0077858025771,ambient
1,25,404,22.518359375,981.8416439377445,264.9843701867779,ambient
1,25,404,22.5109375,981.8071978103418,265.2027645605548,ambient
1,25,404,22.5158203125,981.8501668515025,264.91727695793634,ambient
1,28,409,22.5083984375,981.8228935362924,264.9843701867779,ambient
1,28,409,22.5083984375,981.7911885536586,265.0805838874322,ambient
1,28,409,22.505859375,981.8331210264909,264.9666589750302,ambient
1,28,409,22.505859375,981.8099387895396,265.04831171205035,ambient
1,27,407,22.5033203125,981.8103069426198,265.07743076203707,ambient
1,27,407,22.505859375,981.8269844690408,265.07743076203707,ambient
1,27,407,22.505859375,981.8051932818064,265.3305192822898,ambient
1,32,418,22.505859375,981.8358752602098,264.97236309705823,ambient
1,32,418,22.5083984375,981.8123115332313,265.2287302149249,ambient
1,32,418,22.505859375,981.8242435568129,264.9902016374248,ambient
1,24,401,22.5158203125,981.7843702890707,264.9349882080431,ambient
1,24,401,22.505859375,981.8048250876428,265.3509111601391,ambient
1,24,401,22.5109375,981.8054932362454,265.1907545923083,ambient
1,24,400,22.5033203125,981.7983750687911,264.9812183216518,ambient
1,24,400,22.5033203125,981.8062296108787,264.9608294912393,ambient
1,24,400,22.505859375,981.8000796218947,265.13554149913716,ambient
1,24,400,22.4958984375,981.8378801612026,265.0451597718253,ambient
1,26,405,22.5033203125,981.8034887284023,264.9141261102614,ambient
1,26,405,22.4984375,981.8126797208705,265.121109484112,ambient
1,26,405,22.505859375,981.834471009504,264.97236309705823,ambient
1,26,405,22.5109375,981.811643357039,265.03945590425485,ambient
1,26,405,22.5033203125,981.7983750687911,265.25772124874254,ambient
1,26,405,22.4984375,981.8416439377445,265.2053141822252,ambient
1,28,409,22.505859375,981.8126797208705,264.94639565489535,ambient
1,28,409,22.5083984375,981.8433485202959,264.993226244444,ambient
1,28,409,22.5083984375,981.816757060138,265.03945590425485,ambient
1,28,409,22.5109375,981.8160888425753,265.1065498904744,ambient
1,25,402,22.505859375,981.8194979646807,265.1413724288997,ambient
1,25,402,22.5109375,981.8478071494652,264.955251270359,ambient
1,25,402,22.5083984375,981.8331476646547,265.1122533237908,ambient
1,26,404,22.505859375,981.8327664338052,265.0451597718253,ambient
1,26,404,22.5033203125,981.8222388213569,265.00463328416515,ambient
1,26,404,22.505859375,981.8331344571097,264.8824543225355,ambient
1,24,400,22.50078125,981.8355073125479,264.79509863234716,ambient
1,24,400,22.5109375,981.8099387895396,265.0134891816474,ambient
1,24,400,22.505859375,981.8201661960381,265.13566909736727,ambient
1,19,400,22.505859375,981.8194843736943,265.1559320108681,ambient
1,19,400,22.5083984375,981.8208344067172,265.11540628149163,ambient
1,19,400,22.50078125,981.8011159713585,265.1179569369087,ambient
1,19,400,22.5033203125,981.7683751444592,265.0976938006603,ambient
1,27,408,22.4984375,981.8222388213569,264.79194834532825,ambient
1,27,408,22.4984375,981.8120114964245,264.88803365479606,ambient
1,27,408,22.493359375,981.8280340393803,265.12923978414017,ambient
1,28,410,22.4884765625,981.8256611497975,265.0127667407079,ambient
1,28,410,22.4958984375,981.8362560398812,264.7215896232928,ambient
1,28,410,22.493359375,981.8352199491768,264.75373431544307,ambient
1,29,411,22.4859375,981.8464831707856,265.0418848838962,ambient
1,29,411,22.4958984375,981.8055746688045,264.9140024227741,ambient
1,29,411,22.4908203125,981.8403335345698,264.87347454634636,ambient
1,24,401,22.4984375,981.8587028976941,264.9197075124071,ambient
1,24,401,22.4958984375,981.8553067179284,264.9869223927903,ambient
1,24,401,22.50078125,981.8160888425753,264.88500773453643,ambient
1,24,401,22.5033203125,981.8212158737501,265.2634249372104,ambient
1,25,402,22.5033203125,981.8212158737501,265.1178308500092,ambient
1,25,402,22.4908203125,981.8209153502861,265.2691288054699,ambient
1,25,402,22.4908203125,981.8140972686259,264.87603064504907,ambient
1,24,401,22.4908203125,981.8379605614481,265.05947026849765,ambient
1,24,401,22.4908203125,981.8124057482543,265.1031475392217,ambient
1,24,401,22.4908203125,981.8311424757812,264.9982076985327,ambient
1,27,406,22.4908203125,981.8072791885685,264.9779436101086,ambient
1,27,406,22.4958984375,981.8113565625968,265.2020360736725,ambient
1,27,406,22.4958984375,981.807934157586,265.4641067757918,ambient
1,26,404,22.4984375,981.813729409979,265.08883801203444,ambient
1,26,404,22.4908203125,981.7796387518295,265.12668602397906,ambient
1,26,404,22.493359375,981.7772660443972,265.12668602397906,ambient
1,26,404,22.4958984375,981.8041704666867,264.88500773453643,ambient
1,22,400,22.4958984375,981.7813432837854,265.234305962869,ambient
1,22,400,22.4958984375,981.8273524851755,265.0918632323956,ambient
1,22,400,22.4984375,981.8069112751436,265.1178308500092,ambient
1,26,406,22.5033203125,981.8222520807772,264.9690896730154,ambient
1,26,406,22.50078125,981.8392974298857,264.98109319297674,ambient
1,26,406,22.493359375,981.8147523454161,265.1235352271789,ambient
1,25,403,22.4984375,981.8290702192186,265.0451597718253,ambient
1,25,403,22.4984375,981.8260289125828,264.78297189220126,ambient
1,25,403,22.4958984375,981.856710305296,264.8355023231607,ambient
1,27,406,22.493359375,981.8307876902063,264.9197075124071,ambient
1,27,406,22.4908203125,981.8175063092556,265.08556224576375,ambient
1,27,406,22.493359375,981.8055746688045,265.1146805850687,ambient
1,27,406,22.4884765625,981.7966974129394,265.1437990028194,ambient
1,25,404,22.4884765625,981.8375928945242,265.1962073171541,ambient
1,25,404,22.4884765625,981.8563427890117,265.1031475392217,ambient
1,25,404,22.4908203125,981.8590833553902,264.87603064504907,ambient
1,23,400,22.493359375,981.8158017888906,264.89932178591675,ambient
1,23,400,22.493359375,981.8243243917171,264.73917567625494,ambient
1,23,400,22.493359375,981.8209282498498,264.6954998763468,ambient
1,22,400,22.493359375,981.8181746710447,264.9575573232083,ambient
1,22,400,22.4884765625,981.8096651440154,265.26585376595006,ambient
1,22,400,22.493359375,981.8260289125828,265.0564439849094,ambient
1,27,406,22.4833984375,981.8140972686259,264.77726652435405,ambient
1,27,406,22.493359375,981.7943112984884,264.8702041349346,ambient
1,27,406,22.493359375,981.8335154209129,265.03035218607164,ambient
1,27,406,22.4958984375,981.7902339954366,264.9608294912393,ambient
1,22,400,22.4908203125,981.7960023327399,265.0684486562342,ambient
1,22,400,22.493359375,981.7783023662045,264.97223872403373,ambient
1,22,400,22.4958984375,981.8249796301665,264.87347454634636,ambient
1,22,400,22.50078125,981.8086290054251,264.89058958122246,ambient
1,22,400,22.4884765625,981.8256611497975,265.02162088930766,ambient
1,22,400,22.4958984375,981.8239566152373,265.3360959641209,ambient
1,30,414,22.4958984375,981.8143977097228,265.26900349450796,ambient
1,30,414,22.493359375,981.8161022505794,265.08556224576375,ambient
1,30,414,22.4958984375,981.8086290054251,265.04491121747833,ambient
1,27,408,22.4958984375,981.8243243917171,264.8235007220942,ambient
1,27,408,22.4908203125,981.8665700092955,264.8266485592248,ambient
1,27,408,22.4908203125,981.8171384779977,265.0102116022819,ambient
1,27,408,22.493359375,981.8621248915723,264.89932178591675,ambient
1,27,407,22.4884765625,981.8301063646853,265.26585376595006,ambient
1,27,407,22.4884765625,981.7936562535583,265.0710031055302,ambient
1,27,407,22.4859375,981.815814748592,265.0068192300786,ambient
1,24,400,22.4908203125,981.8379605614481,264.75373431544307,ambient
1,24,400,22.4908203125,981.8158017888906,264.93414513831374,ambient
1,24,400,22.4859375,981.8171515744916,264.98364867596524,ambient
1,27,407,22.493359375,981.8580473254755,264.9575573232083,ambient
1,27,407,22.493359375,981.8335154209129,265.1089759772228,ambient
1,27,407,22.4958984375,981.8328469970478,264.622825623143,ambient
1,23,400,22.4908203125,981.8369244775408,264.9140024227741,ambient
1,23,400,22.4958984375,981.8130610895583,265.1759433826684,ambient
1,23,400,22.4833984375,981.8256611497975,264.8646203402326,ambient
1,23,400,22.493359375,981.8212158737501,264.98679784838026,ambient
1,23,400,22.4884765625,981.8205475464171,264.9576796192998,ambient
1,23,400,22.493359375,981.8505478578195,264.93997172594374,ambient
1,23,400,22.4833984375,981.827365684458,264.99238062893846,ambient
1,21,400,22.493359375,981.794992900128,264.7450011019695,ambient
1,21,400,22.4908203125,981.8226198709515,264.75385421224064,ambient
1,21,400,22.493359375,981.8209153502861,265.02732580249574,ambient
1,29,412,22.4908203125,981.8294379546148,265.1759433826684,ambient
1,29,412,22.4833984375,981.8096520357351,265.05073917349546,ambient
1,29,412,22.4908203125,981.8260289125828,264.94882552203745,ambient
1,28,410,22.4884765625,981.8464831707856,265.0942934925634,ambient
1,28,410,22.4859375,981.8522778444604,264.5702975154533,ambient
1,28,410,22.4859375,981.8454471208642,264.8355023231607,ambient
1,28,410,22.4859375,981.8359012352522,264.7974103506735,ambient
1,23,400,22.4859375,981.8239696315477,264.9431205341786,ambient
1,23,400,22.4859375,981.8294507539499,265.02732580249574,ambient
1,23,400,22.4884765625,981.8369244775408,264.78285165265237,ambient
1,27,407,22.480859375,981.8103335190383,265.07402933912965,ambient
1,27,407,22.4908203125,981.8103203423611,265.39130872111105,ambient
1,27,407,22.493359375,981.8147656166203,265.03035218607164,ambient
1,22,400,22.4859375,981.8137425465646,265.0942934925634,ambient
1,22,400,22.4859375,981.8352199491768,264.9632628444033,ambient
1,22,400,22.4908203125,981.8263294978226,265.0564439849094,ambient
1,22,417,22.493359375,981.8215837258699,264.92541278182193,ambient
1,31,417,22.4908203125,981.8198791984072,264.8119690683073,ambient
1,31,417,22.4908203125,981.8277334335487,265.0942934925634,ambient
1,31,417,22.4884765625,981.8335282485517,265.08543974707374,ambient
1,27,406,22.4859375,981.8447786487178,265.0942934925634,ambient
1,27,406,22.4984375,981.8226198709515,264.89058958122246,ambient
1,27,406,22.4859375,981.8175063092556,265.0157931742776,ambient
1,20,400,22.4908203125,981.8324922051215,264.905027510665,ambient
1,20,400,22.4884765625,981.8222651171335,264.7157648429895,ambient
1,20,400,22.4908203125,981.8198921864126,264.96011566504694,ambient
1,26,406,22.4884765625,981.8328469970478,265.03605745282385,ambient
1,26,406,22.4859375,981.8345515184142,264.9108538573128,ambient
1,26,406,22.480859375,981.8376057504679,264.96896854537516,ambient
1,26,406,22.4833984375,981.8239696315477,264.72717815487067,ambient
1,24,400,22.4859375,981.8529463919162,264.977821726867,ambient
1,24,400,22.4884765625,981.8311552550704,264.78867743983517,ambient
1,24,400,22.4884765625,981.8215966938295,264.750706982044,ambient
1,28,411,22.4884765625,981.8277334335487,264.98667520952256,ambient
1,28,411,22.493359375,981.8205606028193,264.7361482928621,ambient
